86,43	1
5,36	3
16,58	2
66,47	1
20,37	3
89,27	1
56,68	2
21,42	3
96,22	1
72,80	1
99,10	1
20,74	2
59,19	3
70,23	1
81,86	1
53,14	3
72,60	1
2,80	2
10,77	2
81,76	1
44,86	2
3,58	2
7,32	3
89,6	1
61,50	1
31,74	2
96,47	1
100,60	1
96,66	1
0,82	2
17,1	3
2,43	3
8,80	2
15,62	2
81,28	1
45,78	2
48,42	3
61,82	2
24,33	3
23,39	3
37,20	3
99,54	1
5,76	2
45,74	2
87,75	1
61,36	1
46,94	2
58,74	2
73,93	1
37,53	3
41,25	3
88,98	1
79,43	1
19,44	3
60,68	1
93,46	1
76,94	1
20,47	3
17,70	2
55,22	3
12,43	3
100,87	1
5,42	3
54,67	2
13,93	2
61,37	1
99,52	1
6,18	3
23,15	3
93,47	1
70,12	1
49,40	3
42,82	2
85,74	1
93,3	1
2,44	3
39,29	3
29,60	2
13,68	2
62,69	1
37,17	3
83,33	1
7,86	2
80,99	1
7,83	2
74,35	1
75,7	1
41,57	2
20,97	2
57,93	2
23,95	2
57,74	2
37,78	2
55,98	2
34,30	3
23,38	3
38,31	3
43,54	3
39,54	3
6,73	2
