86,43	1
5,36	2
16,58	4
66,47	1
20,37	2
89,27	1
56,68	3
21,42	2
96,22	1
72,80	3
99,10	1
20,74	4
59,19	1
70,23	1
81,86	3
53,14	1
72,60	3
2,80	4
10,77	4
81,76	3
44,86	4
3,58	4
7,32	2
89,6	1
61,50	1
31,74	4
96,47	1
100,60	3
96,66	3
0,82	4
17,1	2
2,43	2
8,80	4
15,62	4
81,28	1
45,78	4
48,42	2
61,82	3
24,33	2
23,39	2
37,20	2
99,54	1
5,76	4
45,74	4
87,75	3
61,36	1
46,94	4
58,74	3
73,93	3
37,53	2
41,25	2
88,98	3
79,43	1
19,44	2
60,68	3
93,46	1
76,94	3
20,47	2
17,70	4
55,22	1
12,43	2
100,87	3
5,42	2
54,67	3
13,93	4
61,37	1
99,52	1
6,18	2
23,15	2
93,47	1
70,12	1
49,40	2
42,82	4
85,74	3
93,3	1
2,44	2
39,29	2
29,60	4
13,68	4
62,69	3
37,17	2
83,33	1
7,86	4
80,99	3
7,83	4
74,35	1
75,7	1
41,57	2
20,97	4
57,93	3
23,95	4
57,74	3
37,78	4
55,98	3
34,30	2
23,38	2
38,31	2
43,54	2
39,54	2
6,73	4
